 # Table   301 for sesame material number 2150
 # T(eV) Rho(g/cm3) P(Mbar) Energy(Mj/kg) FreeEnergy(Mj/kg)
+0.59504244E-01 +0.10496390E+02 +0.76133186E+00 +0.92287809E+00 -0.74688113E+00
+0.64720780E-01 +0.10496390E+02 +0.76685721E+00 +0.94992155E+00 -0.89441645E+00
+0.70394635E-01 +0.10496390E+02 +0.77286744E+00 +0.97933751E+00 -0.10573555E+01
+0.76565899E-01 +0.10496390E+02 +0.77940339E+00 +0.10113273E+01 -0.12372688E+01
+0.83278179E-01 +0.10496390E+02 +0.78651339E+00 +0.10461261E+01 -0.14358780E+01
+0.90578921E-01 +0.10496390E+02 +0.79424566E+00 +0.10839714E+01 -0.16550796E+01
+0.98519638E-01 +0.10496390E+02 +0.80265671E+00 +0.11251382E+01 -0.18969558E+01
+0.10715654E+00 +0.10496390E+02 +0.81180573E+00 +0.11699172E+01 -0.21638002E+01
+0.11655057E+00 +0.10496390E+02 +0.82175559E+00 +0.12186158E+01 -0.24581316E+01
+0.12676817E+00 +0.10496390E+02 +0.83257860E+00 +0.12715877E+01 -0.27827208E+01
+0.13788152E+00 +0.10496390E+02 +0.84434754E+00 +0.13291897E+01 -0.31406000E+01
+0.14996915E+00 +0.10496390E+02 +0.85715270E+00 +0.13918631E+01 -0.35351236E+01
+0.15588780E+00 +0.10496390E+02 +0.86342210E+00 +0.14225481E+01 -0.37301691E+01
+0.16311647E+00 +0.10496390E+02 +0.87108010E+00 +0.14600295E+01 -0.39699578E+01
+0.17741628E+00 +0.10496390E+02 +0.88622576E+00 +0.15341583E+01 -0.44491472E+01
+0.19296978E+00 +0.10496390E+02 +0.90269834E+00 +0.16147819E+01 -0.49771085E+01
+0.20988679E+00 +0.10496390E+02 +0.92061615E+00 +0.17024784E+01 -0.55587335E+01
+0.22828689E+00 +0.10496390E+02 +0.94010526E+00 +0.17978661E+01 -0.61993785E+01
+0.24830000E+00 +0.10496390E+02 +0.96130770E+00 +0.19016393E+01 -0.69048853E+01
+0.27006763E+00 +0.10496390E+02 +0.98435974E+00 +0.20144651E+01 -0.76817341E+01
+0.27015382E+00 +0.10496390E+02 +0.98444891E+00 +0.20149016E+01 -0.76848207E+01
+0.29298833E+00 +0.10496390E+02 +0.10086368E+01 +0.21332867E+01 -0.85095577E+01
+0.31775293E+00 +0.10496390E+02 +0.10348643E+01 +0.22616549E+01 -0.94144106E+01
+0.34461072E+00 +0.10496390E+02 +0.11775858E+01 +0.32085271E+01 -0.10407028E+02
+0.37373865E+00 +0.10496390E+02 +0.12845020E+01 +0.37295394E+01 +0.19346720E-02
+0.40532857E+00 +0.10496390E+02 +0.13148071E+01 +0.39495752E+01 +0.19833650E-02
+0.43958861E+00 +0.10496390E+02 +0.13487700E+01 +0.41947732E+01 +0.20334031E-02
+0.47674435E+00 +0.10496390E+02 +0.13870213E+01 +0.44691153E+01 +0.20850264E-02
+0.51704079E+00 +0.10496390E+02 +0.14298013E+01 +0.47743192E+01 +0.21379790E-02
+0.58866638E+00 +0.10496390E+02 +0.15089140E+01 +0.53332791E+01 +0.22251990E-02
+0.67021430E+00 +0.10496390E+02 +0.16027750E+01 +0.59921360E+01 +0.23154991E-02
+0.76305896E+00 +0.10496390E+02 +0.17129970E+01 +0.67657552E+01 +0.24086321E-02
+0.86876559E+00 +0.10496390E+02 +0.18411804E+01 +0.76618919E+01 +0.25033990E-02
+0.98911542E+00 +0.10496390E+02 +0.19888723E+01 +0.87022190E+01 +0.26000200E-02
+0.11261375E+01 +0.10496390E+02 +0.21578090E+01 +0.99054165E+01 +0.26981945E-02
+0.12821414E+01 +0.10496390E+02 +0.23494425E+01 +0.11278180E+02 +0.27965619E-02
+0.14597561E+01 +0.10496390E+02 +0.25656030E+01 +0.12870184E+02 +0.28967480E-02
+0.16619759E+01 +0.10496390E+02 +0.28085890E+01 +0.14679703E+02 +0.29967951E-02
+0.18922091E+01 +0.10496390E+02 +0.30804832E+01 +0.16758051E+02 +0.30976934E-02
+0.21543367E+01 +0.10496390E+02 +0.33844171E+01 +0.19164713E+02 +0.32003480E-02
+0.25130966E+01 +0.10496390E+02 +0.37915599E+01 +0.22463671E+02 +0.33223710E-02
+0.29315999E+01 +0.10496390E+02 +0.42556338E+01 +0.26430063E+02 +0.34481373E-02
+0.34197967E+01 +0.10496390E+02 +0.47859139E+01 +0.31112944E+02 +0.35754123E-02
+0.39892919E+01 +0.10496390E+02 +0.53938298E+01 +0.36815029E+02 +0.37082380E-02
+0.46536250E+01 +0.10496390E+02 +0.60945501E+01 +0.43659641E+02 +0.38449222E-02
+0.54285879E+01 +0.10496390E+02 +0.69066615E+01 +0.52128361E+02 +0.39898488E-02
+0.63326063E+01 +0.10496390E+02 +0.78515449E+01 +0.62507408E+02 +0.41421154E-02
+0.73871694E+01 +0.10496390E+02 +0.89585533E+01 +0.75702744E+02 +0.43079932E-02
+0.86173468E+01 +0.10496390E+02 +0.10269223E+02 +0.92440590E+02 +0.44883750E-02
+0.15677298E+02 +0.10496390E+02 +0.18407021E+02 +0.22660159E+03 +0.54442431E-02
+0.28521273E+02 +0.10496390E+02 +0.36536449E+02 +0.62188879E+03 +0.69992645E-02
+0.51887955E+02 +0.10496390E+02 +0.79060089E+02 +0.15898580E+04 +0.91145318E-02
+0.94398300E+02 +0.10496390E+02 +0.17560510E+03 +0.36030520E+04 +0.11545530E-01
+0.17173622E+03 +0.10496390E+02 +0.38873291E+03 +0.81319131E+04 +0.14511030E-01
+0.31243488E+03 +0.10496390E+02 +0.90018842E+03 +0.20656650E+05 +0.19024290E-01
+0.56840399E+03 +0.10496390E+02 +0.20279042E+04 +0.45468301E+05 +0.24051100E-01
+0.10340817E+04 +0.10496390E+02 +0.42328672E+04 +0.81761484E+05 +0.28135134E-01

+0.17235435E-03 +0.10909482E+02 +0.90205389E+00 +0.90382278E+00 +0.90376812E+00
+0.85598985E-02 +0.10909482E+02 +0.91099524E+00 +0.94616956E+00 +0.79532146E+00
+0.17119799E-01 +0.10909482E+02 +0.92036176E+00 +0.99053019E+00 +0.62733895E+00
+0.25679693E-01 +0.10909482E+02 +0.92973053E+00 +0.10349011E+01 +0.43614197E+00
+0.27930947E-01 +0.10909482E+02 +0.93219453E+00 +0.10465708E+01 +0.38315365E+00
+0.30379560E-01 +0.10909482E+02 +0.93487471E+00 +0.10592644E+01 +0.32445294E+00
+0.33042837E-01 +0.10909482E+02 +0.93778974E+00 +0.10730703E+01 +0.25944638E+00
+0.35939585E-01 +0.10909482E+02 +0.94096041E+00 +0.10880867E+01 +0.18747881E+00
+0.39090294E-01 +0.10909482E+02 +0.94440919E+00 +0.11044203E+01 +0.10782937E+00
+0.42517204E-01 +0.10909482E+02 +0.94816011E+00 +0.11221851E+01 +0.19704752E-01
+0.46244547E-01 +0.10909482E+02 +0.95224023E+00 +0.11415089E+01 -0.77769391E-01
+0.50298650E-01 +0.10909482E+02 +0.95667785E+00 +0.11625258E+01 -0.18555406E+00
+0.54708164E-01 +0.10909482E+02 +0.96150434E+00 +0.11853846E+01 -0.30471033E+00
+0.59504244E-01 +0.10909482E+02 +0.96675432E+00 +0.12102486E+01 -0.43640026E+00
+0.64720780E-01 +0.10909482E+02 +0.97246432E+00 +0.12372918E+01 -0.58190823E+00
+0.70394635E-01 +0.10909482E+02 +0.97867429E+00 +0.12667028E+01 -0.74264616E+00
+0.76565899E-01 +0.10909482E+02 +0.98542958E+00 +0.12986965E+01 -0.92016035E+00
+0.83278179E-01 +0.10909482E+02 +0.99277741E+00 +0.13334961E+01 -0.11161637E+01
+0.90578921E-01 +0.10909482E+02 +0.10007690E+01 +0.13713450E+01 -0.13325312E+01
+0.98519638E-01 +0.10909482E+02 +0.10094606E+01 +0.14125085E+01 -0.15713215E+01
+0.10715654E+00 +0.10909482E+02 +0.10189140E+01 +0.14572809E+01 -0.18348116E+01
+0.11655057E+00 +0.10909482E+02 +0.10291966E+01 +0.15059805E+01 -0.21254959E+01
+0.12676817E+00 +0.10909482E+02 +0.10403825E+01 +0.15589575E+01 -0.24461102E+01
+0.13788152E+00 +0.10909482E+02 +0.10525460E+01 +0.16165651E+01 -0.27996736E+01
+0.14996915E+00 +0.10909482E+02 +0.10657792E+01 +0.16792381E+01 -0.31895056E+01
+0.15588780E+00 +0.10909482E+02 +0.10722569E+01 +0.17099172E+01 -0.33822525E+01
+0.16311647E+00 +0.10909482E+02 +0.10801704E+01 +0.17473965E+01 -0.36192322E+01
+0.17741628E+00 +0.10909482E+02 +0.10958191E+01 +0.18215094E+01 -0.40928655E+01
+0.19296978E+00 +0.10909482E+02 +0.11128443E+01 +0.19021429E+01 -0.46147971E+01
+0.20988679E+00 +0.10909482E+02 +0.11313604E+01 +0.19898356E+01 -0.51898484E+01
+0.22828689E+00 +0.10909482E+02 +0.11515006E+01 +0.20852213E+01 -0.58233457E+01
+0.24830000E+00 +0.10909482E+02 +0.11734085E+01 +0.21889789E+01 -0.65210724E+01
+0.27006763E+00 +0.10909482E+02 +0.11972342E+01 +0.23018193E+01 -0.72894726E+01
+0.27015382E+00 +0.10909482E+02 +0.11973319E+01 +0.23022821E+01 -0.72925229E+01
+0.29298833E+00 +0.10909482E+02 +0.12223212E+01 +0.24206336E+01 -0.81083851E+01
+0.31775293E+00 +0.10909482E+02 +0.12494279E+01 +0.25490131E+01 -0.90036116E+01
+0.34461072E+00 +0.10909482E+02 +0.12788426E+01 +0.32085271E+01 -0.99858503E+01
+0.37373865E+00 +0.10909482E+02 +0.14387941E+01 +0.37295394E+01 -0.11063330E+02
+0.40532857E+00 +0.10909482E+02 +0.15559500E+01 +0.43244929E+01 +0.19533113E-02
+0.43958861E+00 +0.10909482E+02 +0.15895380E+01 +0.45647612E+01 +0.20023372E-02
+0.47674435E+00 +0.10909482E+02 +0.16272552E+01 +0.48326979E+01 +0.20527551E-02
+0.51704079E+00 +0.10909482E+02 +0.16697630E+01 +0.51320415E+01 +0.21046915E-02
+0.58866638E+00 +0.10909482E+02 +0.17485059E+01 +0.56803250E+01 +0.21902395E-02
+0.67021430E+00 +0.10909482E+02 +0.18425384E+01 +0.63289170E+01 +0.22791270E-02
+0.76305896E+00 +0.10909482E+02 +0.19537731E+01 +0.70926242E+01 +0.23710630E-02
+0.86876559E+00 +0.10909482E+02 +0.20842180E+01 +0.79820452E+01 +0.24651145E-02
+0.98911542E+00 +0.10909482E+02 +0.22353511E+01 +0.90175390E+01 +0.25612833E-02
+0.11261375E+01 +0.10909482E+02 +0.24092710E+01 +0.10218864E+02 +0.26593020E-02
+0.12821414E+01 +0.10909482E+02 +0.26074450E+01 +0.11594221E+02 +0.27578541E-02
+0.14597561E+01 +0.10909482E+02 +0.28318954E+01 +0.13191700E+02 +0.28583833E-02
+0.16619759E+01 +0.10909482E+02 +0.30849910E+01 +0.15010871E+02 +0.29589622E-02
+0.18922091E+01 +0.10909482E+02 +0.33687761E+01 +0.17102474E+02 +0.30605032E-02
+0.21543367E+01 +0.10909482E+02 +0.36866081E+01 +0.19524694E+02 +0.31638192E-02
+0.25130966E+01 +0.10909482E+02 +0.41129408E+01 +0.22846041E+02 +0.32866709E-02
+0.29315999E+01 +0.10909482E+02 +0.45994010E+01 +0.26835760E+02 +0.34131790E-02
+0.34197967E+01 +0.10909482E+02 +0.51554852E+01 +0.31543573E+02 +0.35411355E-02
+0.39892919E+01 +0.10909482E+02 +0.57929974E+01 +0.37268574E+02 +0.36744969E-02
+0.46536250E+01 +0.10909482E+02 +0.65271254E+01 +0.44128292E+02 +0.38114854E-02
+0.54285879E+01 +0.10909482E+02 +0.73774428E+01 +0.52607174E+02 +0.39565871E-02
+0.63326063E+01 +0.10909482E+02 +0.83674097E+01 +0.62983070E+02 +0.41088108E-02
+0.73871694E+01 +0.10909482E+02 +0.95286083E+01 +0.76154114E+02 +0.42743869E-02
+0.86173468E+01 +0.10909482E+02 +0.10904560E+02 +0.92828995E+02 +0.44540931E-02
+0.15677298E+02 +0.10909482E+02 +0.19442654E+02 +0.22625439E+03 +0.54048179E-02
+0.28521273E+02 +0.10909482E+02 +0.38322281E+02 +0.61880054E+03 +0.69491290E-02
+0.51887955E+02 +0.10909482E+02 +0.82665466E+02 +0.15804622E+04 +0.90504764E-02
+0.94398300E+02 +0.10909482E+02 +0.18282011E+03 +0.35817295E+04 +0.11467034E-01
+0.17173622E+03 +0.10909482E+02 +0.40387180E+03 +0.80825352E+04 +0.14414510E-01
+0.31243488E+03 +0.10909482E+02 +0.93293628E+03 +0.20512230E+05 +0.18893290E-01
+0.56840399E+03 +0.10909482E+02 +0.20711421E+04 +0.45278703E+05 +0.23910159E-01
+0.10340817E+04 +0.10909482E+02 +0.43585381E+04 +0.81534141E+05 +0.27987011E-01

+0.17235435E-03 +0.11323410E+02 +0.11310972E+01 +0.12432446E+01 +0.12432033E+01
+0.85598985E-02 +0.11323410E+02 +0.11402973E+01 +0.12854565E+01 +0.11377957E+01
+0.17119799E-01 +0.11323410E+02 +0.11499653E+01 +0.13298148E+01 +0.97300166E+00
+0.25679693E-01 +0.11323410E+02 +0.11596359E+01 +0.13741851E+01 +0.78499395E+00
+0.27930947E-01 +0.11323410E+02 +0.11621795E+01 +0.13858550E+01 +0.73284429E+00
+0.30379560E-01 +0.11323410E+02 +0.11649460E+01 +0.13985482E+01 +0.67505610E+00
+0.33042837E-01 +0.11323410E+02 +0.11679549E+01 +0.14123538E+01 +0.61104172E+00
+0.35939585E-01 +0.11323410E+02 +0.11712277E+01 +0.14273703E+01 +0.54015374E+00
+0.39090294E-01 +0.11323410E+02 +0.11747875E+01 +0.14437032E+01 +0.46167862E+00
+0.42517204E-01 +0.11323410E+02 +0.11786596E+01 +0.14614688E+01 +0.37483084E+00
+0.46244547E-01 +0.11323410E+02 +0.11828707E+01 +0.14807906E+01 +0.27874604E+00
+0.50298650E-01 +0.11323410E+02 +0.11874516E+01 +0.15018077E+01 +0.17247087E+00
+0.54708164E-01 +0.11323410E+02 +0.11924336E+01 +0.15246665E+01 +0.54958880E-01
+0.59504244E-01 +0.11323410E+02 +0.11978531E+01 +0.15495317E+01 -0.74945517E-01
+0.64720780E-01 +0.11323410E+02 +0.12037468E+01 +0.15765733E+01 -0.21850884E+00
+0.70394635E-01 +0.11323410E+02 +0.12101579E+01 +0.16059884E+01 -0.37713119E+00
+0.76565899E-01 +0.11323410E+02 +0.12171304E+01 +0.16379794E+01 -0.55234891E+00
+0.83278179E-01 +0.11323410E+02 +0.12247150E+01 +0.16727788E+01 -0.74584967E+00
+0.90578921E-01 +0.11323410E+02 +0.12329642E+01 +0.17106268E+01 -0.95949602E+00
+0.98519638E-01 +0.11323410E+02 +0.12419361E+01 +0.17517915E+01 -0.11953307E+01
+0.10715654E+00 +0.11323410E+02 +0.12516946E+01 +0.17965654E+01 -0.14555999E+01
+0.11655057E+00 +0.11323410E+02 +0.12623092E+01 +0.18452668E+01 -0.17427807E+01
+0.12676817E+00 +0.11323410E+02 +0.12738543E+01 +0.18982375E+01 -0.20595915E+01
+0.13788152E+00 +0.11323410E+02 +0.12864107E+01 +0.19558486E+01 -0.24090183E+01
+0.14996915E+00 +0.11323410E+02 +0.13000693E+01 +0.20185168E+01 -0.27943397E+01
+0.15588780E+00 +0.11323410E+02 +0.13067546E+01 +0.20491898E+01 -0.29848769E+01
+0.16311647E+00 +0.11323410E+02 +0.13149250E+01 +0.20866768E+01 -0.32191677E+01
+0.17741628E+00 +0.11323410E+02 +0.13310813E+01 +0.21608045E+01 -0.36874754E+01
+0.19296978E+00 +0.11323410E+02 +0.13486577E+01 +0.22414482E+01 -0.42036028E+01
+0.20988679E+00 +0.11323410E+02 +0.13677673E+01 +0.23291261E+01 -0.47723546E+01
+0.22828689E+00 +0.11323410E+02 +0.13885571E+01 +0.24245133E+01 -0.53989844E+01
+0.24830000E+00 +0.11323410E+02 +0.14111741E+01 +0.25282836E+01 -0.60892582E+01
+0.27006763E+00 +0.11323410E+02 +0.14357721E+01 +0.26411431E+01 -0.68495550E+01
+0.27015382E+00 +0.11323410E+02 +0.14358658E+01 +0.26415737E+01 -0.68525705E+01
+0.29298833E+00 +0.11323410E+02 +0.14616616E+01 +0.27599285E+01 -0.76599298E+01
+0.31775293E+00 +0.11323410E+02 +0.14896435E+01 +0.28883135E+01 -0.85459232E+01
+0.34461072E+00 +0.11323410E+02 +0.15199912E+01 +0.32085271E+01 -0.95181417E+01
+0.37373865E+00 +0.11323410E+02 +0.15528951E+01 +0.37295394E+01 -0.10584774E+02
+0.40532857E+00 +0.11323410E+02 +0.17457757E+01 +0.43244929E+01 -0.11754845E+02
+0.43958861E+00 +0.11323410E+02 +0.18601420E+01 +0.49943805E+01 +0.19735245E-02
+0.47674435E+00 +0.11323410E+02 +0.18978930E+01 +0.52571969E+01 +0.20229721E-02
+0.51704079E+00 +0.11323410E+02 +0.19402770E+01 +0.55496922E+01 +0.20737201E-02
+0.58866638E+00 +0.11323410E+02 +0.20192180E+01 +0.60875058E+01 +0.21576365E-02
+0.67021430E+00 +0.11323410E+02 +0.21137760E+01 +0.67248168E+01 +0.22449773E-02
+0.76305896E+00 +0.11323410E+02 +0.22262790E+01 +0.74779582E+01 +0.23356383E-02
+0.86876559E+00 +0.11323410E+02 +0.23589399E+01 +0.83585625E+01 +0.24287519E-02
+0.98911542E+00 +0.11323410E+02 +0.25134549E+01 +0.93877468E+01 +0.25243319E-02
+0.11261375E+01 +0.11323410E+02 +0.26921225E+01 +0.10585104E+02 +0.26220214E-02
+0.12821414E+01 +0.11323410E+02 +0.28965721E+01 +0.11961470E+02 +0.27206419E-02
+0.14597561E+01 +0.11323410E+02 +0.31288650E+01 +0.13562020E+02 +0.28213630E-02
+0.16619759E+01 +0.11323410E+02 +0.33915493E+01 +0.15388864E+02 +0.29223640E-02
+0.18922091E+01 +0.11323410E+02 +0.36868100E+01 +0.17491795E+02 +0.30244561E-02
+0.21543367E+01 +0.11323410E+02 +0.40181408E+01 +0.19927994E+02 +0.31283679E-02
+0.25130966E+01 +0.11323410E+02 +0.44631381E+01 +0.23269794E+02 +0.32519770E-02
+0.29315999E+01 +0.11323410E+02 +0.49717345E+01 +0.27282681E+02 +0.33792201E-02
+0.34197967E+01 +0.11323410E+02 +0.55533328E+01 +0.32013699E+02 +0.35078081E-02
+0.39892919E+01 +0.11323410E+02 +0.62201424E+01 +0.37760292E+02 +0.36416750E-02
+0.46536250E+01 +0.11323410E+02 +0.69878993E+01 +0.44637001E+02 +0.37790060E-02
+0.54285879E+01 +0.11323410E+02 +0.78768430E+01 +0.53124664E+02 +0.39242599E-02
+0.63326063E+01 +0.11323410E+02 +0.89118128E+01 +0.63495651E+02 +0.40764161E-02
+0.73871694E+01 +0.11323410E+02 +0.10127260E+02 +0.76644684E+02 +0.42417170E-02
+0.86173468E+01 +0.11323410E+02 +0.11566930E+02 +0.93256592E+02 +0.44207415E-02
+0.15677298E+02 +0.11323410E+02 +0.20490740E+02 +0.22597842E+03 +0.53665410E-02
+0.28521273E+02 +0.11323410E+02 +0.40084461E+02 +0.61593561E+03 +0.69008013E-02
+0.51887955E+02 +0.11323410E+02 +0.86197098E+02 +0.15714550E+04 +0.89885481E-02
+0.94398300E+02 +0.11323410E+02 +0.18988741E+03 +0.35614260E+04 +0.11391514E-01
+0.17173622E+03 +0.11323410E+02 +0.41874301E+03 +0.80357471E+04 +0.14321900E-01
+0.31243488E+03 +0.11323410E+02 +0.96601569E+03 +0.20371793E+05 +0.18766824E-01
+0.56840399E+03 +0.11323410E+02 +0.21155251E+04 +0.45126680E+05 +0.23780840E-01
+0.10340817E+04 +0.11323410E+02 +0.44861309E+04 +0.81311281E+05 +0.27845005E-01

+0.17235435E-03 +0.11738362E+02 +0.13869781E+01 +0.16351138E+01 +0.16350830E+01
+0.85598985E-02 +0.11738362E+02 +0.13964331E+01 +0.16771843E+01 +0.15325869E+01
+0.17119799E-01 +0.11738362E+02 +0.14064016E+01 +0.17215402E+01 +0.13708575E+01
+0.25679693E-01 +0.11738362E+02 +0.14163731E+01 +0.17659092E+01 +0.11859151E+01
+0.27930947E-01 +0.11738362E+02 +0.14189959E+01 +0.17775791E+01 +0.11345717E+01
+0.30379560E-01 +0.11738362E+02 +0.14218484E+01 +0.17902720E+01 +0.10776607E+01
+0.33042837E-01 +0.11738362E+02 +0.14249513E+01 +0.18040783E+01 +0.10146003E+01
+0.35939585E-01 +0.11738362E+02 +0.14283261E+01 +0.18190947E+01 +0.94474953E+00
+0.39090294E-01 +0.11738362E+02 +0.14319968E+01 +0.18354275E+01 +0.86740285E+00
+0.42517204E-01 +0.11738362E+02 +0.14359890E+01 +0.18531920E+01 +0.78178215E+00
+0.46244547E-01 +0.11738362E+02 +0.14403319E+01 +0.18725153E+01 +0.68703216E+00
+0.50298650E-01 +0.11738362E+02 +0.14450551E+01 +0.18935319E+01 +0.58220923E+00
+0.54708164E-01 +0.11738362E+02 +0.14501925E+01 +0.19163909E+01 +0.46627659E+00
+0.59504244E-01 +0.11738362E+02 +0.14557800E+01 +0.19412533E+01 +0.33809069E+00
+0.64720780E-01 +0.11738362E+02 +0.14618579E+01 +0.19682974E+01 +0.19639447E+00
+0.70394635E-01 +0.11738362E+02 +0.14684684E+01 +0.19977113E+01 +0.39803542E-01
+0.76565899E-01 +0.11738362E+02 +0.14756585E+01 +0.20297043E+01 -0.13320191E+00
+0.83278179E-01 +0.11738362E+02 +0.14834782E+01 +0.20644984E+01 -0.32430005E+00
+0.90578921E-01 +0.11738362E+02 +0.14919842E+01 +0.21023469E+01 -0.53533185E+00
+0.98519638E-01 +0.11738362E+02 +0.15012366E+01 +0.21435158E+01 -0.76831973E+00
+0.10715654E+00 +0.11738362E+02 +0.15112991E+01 +0.21882899E+01 -0.10254982E+01
+0.11655057E+00 +0.11738362E+02 +0.15222447E+01 +0.22369931E+01 -0.13093127E+01
+0.12676817E+00 +0.11738362E+02 +0.15341481E+01 +0.22899578E+01 -0.16224620E+01
+0.13788152E+00 +0.11738362E+02 +0.15470958E+01 +0.23475702E+01 -0.19679071E+01
+0.14996915E+00 +0.11738362E+02 +0.15611780E+01 +0.24102297E+01 -0.23488994E+01
+0.15588780E+00 +0.11738362E+02 +0.15680739E+01 +0.24409137E+01 -0.25373261E+01
+0.16311647E+00 +0.11738362E+02 +0.15764984E+01 +0.24783993E+01 -0.27690206E+01
+0.17741628E+00 +0.11738362E+02 +0.15931571E+01 +0.25525231E+01 -0.32322025E+01
+0.19296978E+00 +0.11738362E+02 +0.16112816E+01 +0.26331697E+01 -0.37427690E+01
+0.20988679E+00 +0.11738362E+02 +0.16309856E+01 +0.27208443E+01 -0.43054609E+01
+0.22828689E+00 +0.11738362E+02 +0.16524228E+01 +0.28162305E+01 -0.49255033E+01
+0.24830000E+00 +0.11738362E+02 +0.16757411E+01 +0.29199879E+01 -0.56086011E+01
+0.27006763E+00 +0.11738362E+02 +0.17011067E+01 +0.30328536E+01 -0.63610964E+01
+0.27015382E+00 +0.11738362E+02 +0.17012084E+01 +0.30333059E+01 -0.63641024E+01
+0.29298833E+00 +0.11738362E+02 +0.17278149E+01 +0.31516943E+01 -0.71632733E+01
+0.31775293E+00 +0.11738362E+02 +0.17566687E+01 +0.32800813E+01 -0.80403957E+01
+0.34461072E+00 +0.11738362E+02 +0.17879525E+01 +0.32085271E+01 -0.90029678E+01
+0.37373865E+00 +0.11738362E+02 +0.18218845E+01 +0.37295394E+01 -0.10059183E+02
+0.40532857E+00 +0.11738362E+02 +0.18587075E+01 +0.43244929E+01 -0.11217932E+02
+0.43958861E+00 +0.11738362E+02 +0.21065528E+01 +0.49943805E+01 -0.12489032E+02
+0.47674435E+00 +0.11738362E+02 +0.21973510E+01 +0.57410789E+01 +0.19951251E-02
+0.51704079E+00 +0.11738362E+02 +0.22398272E+01 +0.60283322E+01 +0.20449590E-02
+0.58866638E+00 +0.11738362E+02 +0.23187521E+01 +0.65556264E+01 +0.21272281E-02
+0.67021430E+00 +0.11738362E+02 +0.24134109E+01 +0.71815782E+01 +0.22130101E-02
+0.76305896E+00 +0.11738362E+02 +0.25265071E+01 +0.79231353E+01 +0.23022750E-02
+0.86876559E+00 +0.11738362E+02 +0.26605051E+01 +0.87936525E+01 +0.23943174E-02
+0.98911542E+00 +0.11738362E+02 +0.28174500E+01 +0.98151646E+01 +0.24891815E-02
+0.11261375E+01 +0.11738362E+02 +0.29997811E+01 +0.11006360E+02 +0.25863622E-02
+0.12821414E+01 +0.11738362E+02 +0.32094653E+01 +0.12381540E+02 +0.26848963E-02
+0.14597561E+01 +0.11738362E+02 +0.34486871E+01 +0.13983103E+02 +0.27856820E-02
+0.16619759E+01 +0.11738362E+02 +0.37202151E+01 +0.15815672E+02 +0.28869971E-02
+0.18922091E+01 +0.11738362E+02 +0.40263853E+01 +0.17928425E+02 +0.29895650E-02
+0.21543367E+01 +0.11738362E+02 +0.43707180E+01 +0.20376064E+02 +0.30939612E-02
+0.25130966E+01 +0.11738362E+02 +0.48343248E+01 +0.23736290E+02 +0.32182510E-02
+0.29315999E+01 +0.11738362E+02 +0.53648992E+01 +0.27769903E+02 +0.33461512E-02
+0.34197967E+01 +0.11738362E+02 +0.59722943E+01 +0.32522900E+02 +0.34753380E-02
+0.39892919E+01 +0.11738362E+02 +0.66691141E+01 +0.38291702E+02 +0.36097232E-02
+0.46536250E+01 +0.11738362E+02 +0.74711561E+01 +0.45183479E+02 +0.37473589E-02
+0.54285879E+01 +0.11738362E+02 +0.83994370E+01 +0.53681740E+02 +0.38927980E-02
+0.63326063E+01 +0.11738362E+02 +0.94805355E+01 +0.64047424E+02 +0.40448802E-02
+0.73871694E+01 +0.11738362E+02 +0.10749692E+02 +0.77169380E+02 +0.42098439E-02
+0.86173468E+01 +0.11738362E+02 +0.12254050E+02 +0.93718933E+02 +0.43882001E-02
+0.15677298E+02 +0.11738362E+02 +0.21564552E+02 +0.22578481E+03 +0.53294068E-02
+0.28521273E+02 +0.11738362E+02 +0.41904228E+02 +0.61330762E+03 +0.68542073E-02
+0.51887955E+02 +0.11738362E+02 +0.89789146E+02 +0.15628510E+04 +0.89286482E-02
+0.94398300E+02 +0.11738362E+02 +0.19710582E+03 +0.35419861E+04 +0.11318640E-01
+0.17173622E+03 +0.11738362E+02 +0.43381851E+03 +0.79912739E+04 +0.14232820E-01
+0.31243488E+03 +0.11738362E+02 +0.99905237E+03 +0.20235543E+05 +0.18644661E-01
+0.56840399E+03 +0.11738362E+02 +0.21719880E+04 +0.44999125E+05 +0.23660099E-01
+0.10340817E+04 +0.11738362E+02 +0.46267681E+04 +0.81093078E+05 +0.27708331E-01

+0.17235435E-03 +0.12154702E+02 +0.16709721E+01 +0.20801153E+01 +0.20800924E+01
+0.85598985E-02 +0.12154702E+02 +0.16806779E+01 +0.21220384E+01 +0.19803916E+01
+0.17119799E-01 +0.12154702E+02 +0.16909465E+01 +0.21663914E+01 +0.18216143E+01
+0.25679693E-01 +0.12154702E+02 +0.17012184E+01 +0.22107594E+01 +0.16396250E+01
+0.27930947E-01 +0.12154702E+02 +0.17039201E+01 +0.22224290E+01 +0.15890586E+01
+0.30379560E-01 +0.12154702E+02 +0.17068589E+01 +0.22351222E+01 +0.15329924E+01
+0.33042837E-01 +0.12154702E+02 +0.17100551E+01 +0.22489276E+01 +0.14708507E+01
+0.35939585E-01 +0.12154702E+02 +0.17135316E+01 +0.22639441E+01 +0.14019997E+01
+0.39090294E-01 +0.12154702E+02 +0.17173129E+01 +0.22802765E+01 +0.13257395E+01
+0.42517204E-01 +0.12154702E+02 +0.17214259E+01 +0.22980423E+01 +0.12413021E+01
+0.46244547E-01 +0.12154702E+02 +0.17258993E+01 +0.23173642E+01 +0.11478380E+01
