 # Table   301 for sesame material number 2150
 # T(eV) Rho(g/cm3) P(Mbar) Energy(Mj/kg) FreeEnergy(Mj/kg)
+0.50298650E-01 +0.12154702E+02 +0.17307651E+01 +0.23383813E+01 +0.10444140E+01
+0.54708164E-01 +0.12154702E+02 +0.17360574E+01 +0.23612406E+01 +0.93000215E+00
+0.59504244E-01 +0.12154702E+02 +0.17418133E+01 +0.23861024E+01 +0.80347073E+00
+0.64720780E-01 +0.12154702E+02 +0.17480745E+01 +0.24131460E+01 +0.66357517E+00
+0.70394635E-01 +0.12154702E+02 +0.17548840E+01 +0.24425590E+01 +0.50894219E+00
+0.76565899E-01 +0.12154702E+02 +0.17622911E+01 +0.24745524E+01 +0.33806515E+00
+0.83278179E-01 +0.12154702E+02 +0.17703469E+01 +0.25093479E+01 +0.14928523E+00
+0.90578921E-01 +0.12154702E+02 +0.17791095E+01 +0.25471971E+01 -0.59226744E-01
+0.98519638E-01 +0.12154702E+02 +0.17886397E+01 +0.25883610E+01 -0.28947571E+00
+0.10715654E+00 +0.12154702E+02 +0.17990065E+01 +0.26331384E+01 -0.54367632E+00
+0.11655057E+00 +0.12154702E+02 +0.18102816E+01 +0.26818399E+01 -0.82425195E+00
+0.12676817E+00 +0.12154702E+02 +0.18225445E+01 +0.27348068E+01 -0.11338718E+01
+0.13788152E+00 +0.12154702E+02 +0.18358821E+01 +0.27924168E+01 -0.14754827E+01
+0.14996915E+00 +0.12154702E+02 +0.18503923E+01 +0.28550911E+01 -0.18523091E+01
+0.15588780E+00 +0.12154702E+02 +0.18574950E+01 +0.28857698E+01 -0.20386813E+01
+0.16311647E+00 +0.12154702E+02 +0.18661711E+01 +0.29232450E+01 -0.22678950E+01
+0.17741628E+00 +0.12154702E+02 +0.18833314E+01 +0.29973667E+01 -0.27261434E+01
+0.19296978E+00 +0.12154702E+02 +0.19020015E+01 +0.30780084E+01 -0.32313340E+01
+0.20988679E+00 +0.12154702E+02 +0.19223075E+01 +0.31657164E+01 -0.37881932E+01
+0.22828689E+00 +0.12154702E+02 +0.19443910E+01 +0.32611029E+01 -0.44018774E+01
+0.24830000E+00 +0.12154702E+02 +0.19684056E+01 +0.33648300E+01 -0.50780902E+01
+0.27006763E+00 +0.12154702E+02 +0.19945362E+01 +0.34776964E+01 -0.58230491E+01
+0.27015382E+00 +0.12154702E+02 +0.19946339E+01 +0.34781189E+01 -0.58260202E+01
+0.29298833E+00 +0.12154702E+02 +0.20220406E+01 +0.35964980E+01 -0.66173325E+01
+0.31775293E+00 +0.12154702E+02 +0.20517733E+01 +0.37249231E+01 -0.74859037E+01
+0.34461072E+00 +0.12154702E+02 +0.20840106E+01 +0.32085271E+01 -0.84392052E+01
+0.37373865E+00 +0.12154702E+02 +0.21189578E+01 +0.37295394E+01 -0.94853439E+01
+0.40532857E+00 +0.12154702E+02 +0.21568835E+01 +0.43244929E+01 -0.10633215E+02
+0.43958861E+00 +0.12154702E+02 +0.21979902E+01 +0.49943805E+01 -0.11892503E+02
+0.47674435E+00 +0.12154702E+02 +0.25264990E+01 +0.62841501E+01 +0.19689291E-02
+0.51704079E+00 +0.12154702E+02 +0.25691881E+01 +0.65667109E+01 +0.20179581E-02
+0.58866638E+00 +0.12154702E+02 +0.26481254E+01 +0.70846424E+01 +0.20987701E-02
+0.67021430E+00 +0.12154702E+02 +0.27429061E+01 +0.77003860E+01 +0.21831482E-02
+0.76305896E+00 +0.12154702E+02 +0.28560960E+01 +0.84298534E+01 +0.22709521E-02
+0.86876559E+00 +0.12154702E+02 +0.29907293E+01 +0.92892485E+01 +0.23618119E-02
+0.98911542E+00 +0.12154702E+02 +0.31493220E+01 +0.10301680E+02 +0.24558292E-02
+0.11261375E+01 +0.12154702E+02 +0.33344071E+01 +0.11484940E+02 +0.25523573E-02
+0.12821414E+01 +0.12154702E+02 +0.35484562E+01 +0.12856842E+02 +0.26506530E-02
+0.14597561E+01 +0.12154702E+02 +0.37937150E+01 +0.14456910E+02 +0.27513420E-02
+0.16619759E+01 +0.12154702E+02 +0.40733628E+01 +0.16293051E+02 +0.28528511E-02
+0.18922091E+01 +0.12154702E+02 +0.43896742E+01 +0.18412161E+02 +0.29557270E-02
+0.21543367E+01 +0.12154702E+02 +0.47465086E+01 +0.20869049E+02 +0.30605190E-02
+0.25130966E+01 +0.12154702E+02 +0.52283249E+01 +0.24245701E+02 +0.31854170E-02
+0.29315999E+01 +0.12154702E+02 +0.57807212E+01 +0.28297321E+02 +0.33138900E-02
+0.34197967E+01 +0.12154702E+02 +0.64142389E+01 +0.33071552E+02 +0.34436560E-02
+0.39892919E+01 +0.12154702E+02 +0.71413059E+01 +0.38860889E+02 +0.35785220E-02
+0.46536250E+01 +0.12154702E+02 +0.79785862E+01 +0.45769970E+02 +0.37165040E-02
+0.54285879E+01 +0.12154702E+02 +0.89468403E+01 +0.54276779E+02 +0.38620911E-02
+0.63326063E+01 +0.12154702E+02 +0.10075200E+02 +0.64639359E+02 +0.40141302E-02
+0.73871694E+01 +0.12154702E+02 +0.11398880E+02 +0.77736992E+02 +0.41787871E-02
+0.86173468E+01 +0.12154702E+02 +0.12967142E+02 +0.94227402E+02 +0.43565030E-02
+0.15677298E+02 +0.12154702E+02 +0.22663071E+02 +0.22564581E+03 +0.52931872E-02
+0.28521273E+02 +0.12154702E+02 +0.43791340E+02 +0.61090204E+03 +0.68091755E-02
+0.51887955E+02 +0.12154702E+02 +0.93440315E+02 +0.15546182E+04 +0.88705895E-02
+0.94398300E+02 +0.12154702E+02 +0.20449460E+03 +0.35234460E+04 +0.11248240E-01
+0.17173622E+03 +0.12154702E+02 +0.44909372E+03 +0.79487412E+04 +0.14146852E-01
+0.31243488E+03 +0.12154702E+02 +0.10321021E+04 +0.20103951E+05 +0.18526642E-01
+0.56840399E+03 +0.12154702E+02 +0.22403411E+04 +0.44883449E+05 +0.23545019E-01
+0.10340817E+04 +0.12154702E+02 +0.47804014E+04 +0.80879797E+05 +0.27576230E-01

+0.17235435E-03 +0.12573124E+02 +0.19846735E+01 +0.25794227E+01 +0.25794060E+01
+0.85598985E-02 +0.12573124E+02 +0.19946269E+01 +0.26211927E+01 +0.24823966E+01
+0.17119799E-01 +0.12573124E+02 +0.20051954E+01 +0.26655424E+01 +0.23264711E+01
+0.25679693E-01 +0.12573124E+02 +0.20157676E+01 +0.27099094E+01 +0.21473351E+01
+0.27930947E-01 +0.12573124E+02 +0.20185485E+01 +0.27215791E+01 +0.20975187E+01
+0.30379560E-01 +0.12573124E+02 +0.20215731E+01 +0.27342715E+01 +0.20422688E+01
+0.33042837E-01 +0.12573124E+02 +0.20248628E+01 +0.27480772E+01 +0.19810148E+01
+0.35939585E-01 +0.12573124E+02 +0.20284412E+01 +0.27630930E+01 +0.19131297E+01
+0.39090294E-01 +0.12573124E+02 +0.20323331E+01 +0.27794259E+01 +0.18379200E+01
+0.42517204E-01 +0.12573124E+02 +0.20365665E+01 +0.27971911E+01 +0.17546246E+01
+0.46244547E-01 +0.12573124E+02 +0.20411711E+01 +0.28165140E+01 +0.16624032E+01
+0.50298650E-01 +0.12573124E+02 +0.20461788E+01 +0.28375297E+01 +0.15603303E+01
+0.54708164E-01 +0.12573124E+02 +0.20516262E+01 +0.28603892E+01 +0.14473890E+01
+0.59504244E-01 +0.12573124E+02 +0.20575509E+01 +0.28852515E+01 +0.13224572E+01
+0.64720780E-01 +0.12573124E+02 +0.20639951E+01 +0.29122946E+01 +0.11842999E+01
+0.70394635E-01 +0.12573124E+02 +0.20710044E+01 +0.29417090E+01 +0.10315586E+01
+0.76565899E-01 +0.12573124E+02 +0.20786276E+01 +0.29736998E+01 +0.86273909E+00
+0.83278179E-01 +0.12573124E+02 +0.20869200E+01 +0.30084989E+01 +0.67619580E+00
+0.90578921E-01 +0.12573124E+02 +0.20959384E+01 +0.30463448E+01 +0.47011900E+00
+0.98519638E-01 +0.12573124E+02 +0.21057487E+01 +0.30875123E+01 +0.24251670E+00
+0.10715654E+00 +0.12573124E+02 +0.21164179E+01 +0.31322870E+01 -0.88028610E-02
+0.11655057E+00 +0.12573124E+02 +0.21280231E+01 +0.31809878E+01 -0.28624767E+00
+0.12676817E+00 +0.12573124E+02 +0.21406457E+01 +0.32339582E+01 -0.59246504E+00
+0.13788152E+00 +0.12573124E+02 +0.21543741E+01 +0.32915695E+01 -0.93036771E+00
+0.14996915E+00 +0.12573124E+02 +0.21693063E+01 +0.33542321E+01 -0.13031598E+01
+0.15588780E+00 +0.12573124E+02 +0.21766181E+01 +0.33849149E+01 -0.14875709E+01
+0.16311647E+00 +0.12573124E+02 +0.21855464E+01 +0.34223833E+01 -0.17143644E+01
+0.17741628E+00 +0.12573124E+02 +0.22032115E+01 +0.34965143E+01 -0.21678476E+01
+0.19296978E+00 +0.12573124E+02 +0.22224293E+01 +0.35771611E+01 -0.26678526E+01
+0.20988679E+00 +0.12573124E+02 +0.22433245E+01 +0.36648476E+01 -0.32190723E+01
+0.22828689E+00 +0.12573124E+02 +0.22660575E+01 +0.37602463E+01 -0.38266287E+01
+0.24830000E+00 +0.12573124E+02 +0.22907774E+01 +0.38639834E+01 -0.44961658E+01
+0.27006763E+00 +0.12573124E+02 +0.23176692E+01 +0.39768341E+01 -0.52338829E+01
+0.27015382E+00 +0.12573124E+02 +0.23177743E+01 +0.39772747E+01 -0.52368197E+01
+0.29298833E+00 +0.12573124E+02 +0.23459854E+01 +0.40956621E+01 -0.60205107E+01
+0.31775293E+00 +0.12573124E+02 +0.23765783E+01 +0.42240453E+01 -0.68808351E+01
+0.34461072E+00 +0.12573124E+02 +0.24097664E+01 +0.43633184E+01 -0.78251905E+01
+0.37373865E+00 +0.12573124E+02 +0.24457335E+01 +0.37295394E+01 -0.88616304E+01
+0.40532857E+00 +0.12573124E+02 +0.24847753E+01 +0.43244929E+01 -0.99989662E+01
+0.43958861E+00 +0.12573124E+02 +0.25270879E+01 +0.49943805E+01 -0.11246837E+02
+0.47674435E+00 +0.12573124E+02 +0.25730014E+01 +0.62841501E+01 -0.12615759E+02
+0.51704079E+00 +0.12573124E+02 +0.29299152E+01 +0.71664004E+01 +0.19926401E-02
+0.58866638E+00 +0.12573124E+02 +0.30090170E+01 +0.76758695E+01 +0.20721282E-02
+0.67021430E+00 +0.12573124E+02 +0.31035690E+01 +0.82807875E+01 +0.21550250E-02
+0.76305896E+00 +0.12573124E+02 +0.32167270E+01 +0.89988232E+01 +0.22414580E-02
+0.86876559E+00 +0.12573124E+02 +0.33517320E+01 +0.98475847E+01 +0.23311921E-02
+0.98911542E+00 +0.12573124E+02 +0.35111289E+01 +0.10848443E+02 +0.24241330E-02
+0.11261375E+01 +0.12573124E+02 +0.36983960E+01 +0.12023173E+02 +0.25199621E-02
+0.12821414E+01 +0.12573124E+02 +0.39159219E+01 +0.13389490E+02 +0.26178539E-02
+0.14597561E+01 +0.12573124E+02 +0.41664033E+01 +0.14985644E+02 +0.27182943E-02
+0.16619759E+01 +0.12573124E+02 +0.44533620E+01 +0.16822510E+02 +0.28198413E-02
+0.18922091E+01 +0.12573124E+02 +0.47792578E+01 +0.18945940E+02 +0.29229261E-02
+0.21543367E+01 +0.12573124E+02 +0.51482730E+01 +0.21410372E+02 +0.30280361E-02
+0.25130966E+01 +0.12573124E+02 +0.56476970E+01 +0.24799644E+02 +0.31533991E-02
+0.29315999E+01 +0.12573124E+02 +0.62220912E+01 +0.28868391E+02 +0.32824129E-02
+0.34197967E+01 +0.12573124E+02 +0.68815408E+01 +0.33660580E+02 +0.34126660E-02
+0.39892919E+01 +0.12573124E+02 +0.76393318E+01 +0.39469791E+02 +0.35479944E-02
+0.46536250E+01 +0.12573124E+02 +0.85121984E+01 +0.46395290E+02 +0.36863049E-02
+0.54285879E+01 +0.12573124E+02 +0.95217743E+01 +0.54913902E+02 +0.38320930E-02
+0.63326063E+01 +0.12573124E+02 +0.10697010E+02 +0.65268066E+02 +0.39840098E-02
+0.73871694E+01 +0.12573124E+02 +0.12075583E+02 +0.78344284E+02 +0.41484023E-02
+0.86173468E+01 +0.12573124E+02 +0.13707764E+02 +0.94779259E+02 +0.43255198E-02
+0.15677298E+02 +0.12573124E+02 +0.23790911E+02 +0.22557561E+03 +0.52578570E-02
+0.28521273E+02 +0.12573124E+02 +0.45734703E+02 +0.60864911E+03 +0.67653521E-02
+0.51887955E+02 +0.12573124E+02 +0.97155823E+02 +0.15467202E+04 +0.88141505E-02
+0.94398300E+02 +0.12573124E+02 +0.21204649E+03 +0.35056074E+04 +0.11179912E-01
+0.17173622E+03 +0.12573124E+02 +0.46460422E+03 +0.79079551E+04 +0.14063640E-01
+0.31243488E+03 +0.12573124E+02 +0.10652074E+04 +0.19976994E+05 +0.18412450E-01
+0.56840399E+03 +0.12573124E+02 +0.23205239E+04 +0.44769379E+05 +0.23433125E-01
+0.10340817E+04 +0.12573124E+02 +0.49471523E+04 +0.80671305E+05 +0.27447922E-01

+0.17235435E-03 +0.13000000E+02 +0.23346813E+01 +0.31422739E+01 +0.31422620E+01
+0.85598985E-02 +0.13000000E+02 +0.23448827E+01 +0.31838825E+01 +0.30478840E+01
+0.17119799E-01 +0.13000000E+02 +0.23557553E+01 +0.32282286E+01 +0.28947580E+01
+0.25679693E-01 +0.13000000E+02 +0.23666329E+01 +0.32725945E+01 +0.27184229E+01
+0.27930947E-01 +0.13000000E+02 +0.23694940E+01 +0.32842641E+01 +0.26693430E+01
+0.30379560E-01 +0.13000000E+02 +0.23726058E+01 +0.32969563E+01 +0.26148942E+01
+0.33042837E-01 +0.13000000E+02 +0.23759906E+01 +0.33107622E+01 +0.25545120E+01
+0.35939585E-01 +0.13000000E+02 +0.23796721E+01 +0.33257780E+01 +0.24875741E+01
+0.39090294E-01 +0.13000000E+02 +0.23836765E+01 +0.33421104E+01 +0.24133959E+01
+0.42517204E-01 +0.13000000E+02 +0.23880320E+01 +0.33598752E+01 +0.23312218E+01
+0.46244547E-01 +0.13000000E+02 +0.23927693E+01 +0.33791974E+01 +0.22402196E+01
+0.50298650E-01 +0.13000000E+02 +0.23979223E+01 +0.34002144E+01 +0.21394744E+01
+0.54708164E-01 +0.13000000E+02 +0.24035265E+01 +0.34230723E+01 +0.20279753E+01
+0.59504244E-01 +0.13000000E+02 +0.24096224E+01 +0.34479356E+01 +0.19046122E+01
+0.64720780E-01 +0.13000000E+02 +0.24162524E+01 +0.34749782E+01 +0.17681630E+01
+0.70394635E-01 +0.13000000E+02 +0.24234638E+01 +0.35043912E+01 +0.16172783E+01
+0.76565899E-01 +0.13000000E+02 +0.24313080E+01 +0.35363848E+01 +0.14504776E+01
+0.83278179E-01 +0.13000000E+02 +0.24398394E+01 +0.35711815E+01 +0.12661315E+01
+0.90578921E-01 +0.13000000E+02 +0.24491184E+01 +0.36090283E+01 +0.10624419E+01
+0.98519638E-01 +0.13000000E+02 +0.24592113E+01 +0.36501937E+01 +0.83743918E+00
+0.10715654E+00 +0.13000000E+02 +0.24701893E+01 +0.36949706E+01 +0.58894527E+00
+0.11655057E+00 +0.13000000E+02 +0.24821289E+01 +0.37436683E+01 +0.31457484E+00
+0.12676817E+00 +0.13000000E+02 +0.24951153E+01 +0.37966349E+01 +0.11704914E-01
+0.13788152E+00 +0.13000000E+02 +0.25092418E+01 +0.38542533E+01 -0.32256711E+00
+0.14996915E+00 +0.13000000E+02 +0.25246060E+01 +0.39169192E+01 -0.69140112E+00
+0.15588780E+00 +0.13000000E+02 +0.25321283E+01 +0.39476011E+01 -0.87387228E+00
+0.16311647E+00 +0.13000000E+02 +0.25413163E+01 +0.39850752E+01 -0.10983014E+01
+0.17741628E+00 +0.13000000E+02 +0.25594921E+01 +0.40592089E+01 -0.15471026E+01
+0.19296978E+00 +0.13000000E+02 +0.25792587E+01 +0.41398311E+01 -0.20420289E+01
+0.20988679E+00 +0.13000000E+02 +0.26007612E+01 +0.42275319E+01 -0.25877025E+01
+0.22828689E+00 +0.13000000E+02 +0.26241488E+01 +0.43229241E+01 -0.31892340E+01
+0.24830000E+00 +0.13000000E+02 +0.26495860E+01 +0.44266744E+01 -0.38522148E+01
+0.27006763E+00 +0.13000000E+02 +0.26772497E+01 +0.45395069E+01 -0.45828056E+01
+0.27015382E+00 +0.13000000E+02 +0.26773612E+01 +0.45399613E+01 -0.45857291E+01
+0.29298833E+00 +0.13000000E+02 +0.27063863E+01 +0.46583457E+01 -0.53619390E+01
+0.31775293E+00 +0.13000000E+02 +0.27378576E+01 +0.47867084E+01 -0.62141709E+01
+0.34461072E+00 +0.13000000E+02 +0.27720089E+01 +0.49260011E+01 -0.71497445E+01
+0.37373865E+00 +0.13000000E+02 +0.28090186E+01 +0.50769525E+01 -0.81766243E+01
+0.40532857E+00 +0.13000000E+02 +0.28491666E+01 +0.43244929E+01 -0.93036032E+01
+0.43958861E+00 +0.13000000E+02 +0.28927326E+01 +0.49943805E+01 -0.10540291E+02
+0.47674435E+00 +0.13000000E+02 +0.29399316E+01 +0.62841501E+01 -0.11897068E+02
+0.51704079E+00 +0.13000000E+02 +0.30288508E+01 +0.71664004E+01 -0.13385531E+02
+0.58866638E+00 +0.13000000E+02 +0.34083681E+01 +0.83383369E+01 +0.20466174E-02
+0.67021430E+00 +0.13000000E+02 +0.35030391E+01 +0.89346313E+01 +0.21283319E-02
+0.76305896E+00 +0.13000000E+02 +0.36162193E+01 +0.96421595E+01 +0.22134914E-02
+0.86876559E+00 +0.13000000E+02 +0.37508912E+01 +0.10477861E+02 +0.23018389E-02
+0.98911542E+00 +0.13000000E+02 +0.39108422E+01 +0.11467750E+02 +0.23937593E-02
+0.11261375E+01 +0.13000000E+02 +0.40996304E+01 +0.12631970E+02 +0.24887249E-02
+0.12821414E+01 +0.13000000E+02 +0.43198042E+01 +0.13989432E+02 +0.25859789E-02
+0.14597561E+01 +0.13000000E+02 +0.45750809E+01 +0.15580410E+02 +0.26860931E-02
+0.16619759E+01 +0.13000000E+02 +0.48686142E+01 +0.17414730E+02 +0.27874953E-02
+0.18922091E+01 +0.13000000E+02 +0.52036800E+01 +0.19540255E+02 +0.28906809E-02
+0.21543367E+01 +0.13000000E+02 +0.55843010E+01 +0.22008459E+02 +0.29959499E-02
+0.25130966E+01 +0.13000000E+02 +0.61013432E+01 +0.25408554E+02 +0.31217129E-02
+0.29315999E+01 +0.13000000E+02 +0.66974530E+01 +0.29490540E+02 +0.32511470E-02
+0.34197967E+01 +0.13000000E+02 +0.73833599E+01 +0.34300571E+02 +0.33818863E-02
+0.39892919E+01 +0.13000000E+02 +0.81725273E+01 +0.40127918E+02 +0.35176391E-02
+0.46536250E+01 +0.13000000E+02 +0.90817490E+01 +0.47069691E+02 +0.36562760E-02
+0.54285879E+01 +0.13000000E+02 +0.10133840E+02 +0.55597500E+02 +0.38022250E-02
+0.63326063E+01 +0.13000000E+02 +0.11357963E+02 +0.65949707E+02 +0.39541172E-02
+0.73871694E+01 +0.13000000E+02 +0.12792810E+02 +0.79005180E+02 +0.41182488E-02
+0.86173468E+01 +0.13000000E+02 +0.14490190E+02 +0.95390564E+02 +0.42948290E-02
+0.15677298E+02 +0.13000000E+02 +0.24967070E+02 +0.22556854E+03 +0.52228342E-02
+0.28521273E+02 +0.13000000E+02 +0.47775349E+02 +0.60650983E+03 +0.67220060E-02
+0.51887955E+02 +0.13000000E+02 +0.10099360E+03 +0.15390510E+04 +0.87584518E-02
+0.94398300E+02 +0.13000000E+02 +0.21988699E+03 +0.34882539E+04 +0.11112594E-01
+0.17173622E+03 +0.13000000E+02 +0.48058130E+03 +0.78681274E+04 +0.13981732E-01
+0.31243488E+03 +0.13000000E+02 +0.10988643E+04 +0.19853039E+05 +0.18300330E-01
+0.56840399E+03 +0.13000000E+02 +0.24139060E+04 +0.44647070E+05 +0.23320911E-01
+0.10340817E+04 +0.13000000E+02 +0.51296943E+04 +0.80464422E+05 +0.27321072E-01

+0.17235435E-03 +0.13777860E+02 +0.30526111E+01 +0.43052697E+01 +0.43052630E+01
+0.85598985E-02 +0.13777860E+02 +0.30632522E+01 +0.43465729E+01 +0.42154098E+01
+0.17119799E-01 +0.13777860E+02 +0.30746753E+01 +0.43909121E+01 +0.40671234E+01
+0.25679693E-01 +0.13777860E+02 +0.30861051E+01 +0.44352751E+01 +0.38956296E+01
+0.27930947E-01 +0.13777860E+02 +0.30891113E+01 +0.44469447E+01 +0.38478236E+01
+0.30379560E-01 +0.13777860E+02 +0.30923812E+01 +0.44596362E+01 +0.37947602E+01
+0.33042837E-01 +0.13777860E+02 +0.30959377E+01 +0.44734416E+01 +0.37358844E+01
+0.35939585E-01 +0.13777860E+02 +0.30998065E+01 +0.44884572E+01 +0.36705854E+01
+0.39090294E-01 +0.13777860E+02 +0.31040144E+01 +0.45047898E+01 +0.35981896E+01
+0.42517204E-01 +0.13777860E+02 +0.31085911E+01 +0.45225544E+01 +0.35179541E+01
+0.46244547E-01 +0.13777860E+02 +0.31135690E+01 +0.45418754E+01 +0.34290609E+01
+0.50298650E-01 +0.13777860E+02 +0.31189835E+01 +0.45628924E+01 +0.33306086E+01
+0.54708164E-01 +0.13777860E+02 +0.31248727E+01 +0.45857511E+01 +0.32216043E+01
+0.59504244E-01 +0.13777860E+02 +0.31312780E+01 +0.46106129E+01 +0.31009545E+01
+0.64720780E-01 +0.13777860E+02 +0.31382453E+01 +0.46376562E+01 +0.29674559E+01
+0.70394635E-01 +0.13777860E+02 +0.31458230E+01 +0.46670690E+01 +0.28197818E+01
+0.76565899E-01 +0.13777860E+02 +0.31540651E+01 +0.46990604E+01 +0.26564734E+01
+0.83278179E-01 +0.13777860E+02 +0.31630304E+01 +0.47338576E+01 +0.24759245E+01
+0.90578921E-01 +0.13777860E+02 +0.31727815E+01 +0.47717061E+01 +0.22763660E+01
+0.98519638E-01 +0.13777860E+02 +0.31833866E+01 +0.48128705E+01 +0.20558546E+01
+0.10715654E+00 +0.13777860E+02 +0.31949222E+01 +0.48576450E+01 +0.18122487E+01
+0.11655057E+00 +0.13777860E+02 +0.32074702E+01 +0.49063492E+01 +0.15431931E+01
+0.12676817E+00 +0.13777860E+02 +0.32211170E+01 +0.49593196E+01 +0.12461019E+01
+0.13788152E+00 +0.13777860E+02 +0.32359591E+01 +0.50169287E+01 +0.91811997E+00
+0.14996915E+00 +0.13777860E+02 +0.32521029E+01 +0.50795903E+01 +0.55612034E+00
+0.15588780E+00 +0.13777860E+02 +0.32600074E+01 +0.51102700E+01 +0.37699974E+00
+0.16311647E+00 +0.13777860E+02 +0.32696650E+01 +0.51477561E+01 +0.15665972E+00
+0.17741628E+00 +0.13777860E+02 +0.32887626E+01 +0.52218828E+01 -0.28405243E+00
+0.19296978E+00 +0.13777860E+02 +0.33095365E+01 +0.53025160E+01 -0.77017766E+00
+0.20988679E+00 +0.13777860E+02 +0.33321314E+01 +0.53902168E+01 -0.13062799E+01
+0.22828689E+00 +0.13777860E+02 +0.33567088E+01 +0.54856129E+01 -0.18974046E+01
+0.24830000E+00 +0.13777860E+02 +0.33834333E+01 +0.55893440E+01 -0.25490627E+01
+0.27006763E+00 +0.13777860E+02 +0.34125102E+01 +0.57022042E+01 -0.32673500E+01
+0.27015382E+00 +0.13777860E+02 +0.34126246E+01 +0.57026486E+01 -0.32702157E+01
+0.29298833E+00 +0.13777860E+02 +0.34431281E+01 +0.58210464E+01 -0.40334954E+01
+0.31775293E+00 +0.13777860E+02 +0.34762042E+01 +0.59494305E+01 -0.48717165E+01
+0.34461072E+00 +0.13777860E+02 +0.35120664E+01 +0.60886278E+01 -0.57920938E+01
+0.37373865E+00 +0.13777860E+02 +0.35509698E+01 +0.62396312E+01 -0.68025160E+01
+0.40532857E+00 +0.13777860E+02 +0.35931695E+01 +0.64034276E+01 -0.79116359E+01
+0.43958861E+00 +0.13777860E+02 +0.36389184E+01 +0.49943805E+01 -0.91288910E+01
+0.47674435E+00 +0.13777860E+02 +0.36885374E+01 +0.62841501E+01 -0.10464657E+02
+0.51704079E+00 +0.13777860E+02 +0.37423551E+01 +0.71664004E+01 -0.11930312E+02
+0.58866638E+00 +0.13777860E+02 +0.40132589E+01 +0.83383369E+01 -0.14574888E+02
+0.67021430E+00 +0.13777860E+02 +0.43141990E+01 +0.10279330E+02 +0.20839164E-02
+0.76305896E+00 +0.13777860E+02 +0.44271712E+01 +0.10968890E+02 +0.21669131E-02
+0.86876559E+00 +0.13777860E+02 +0.45616374E+01 +0.11784700E+02 +0.22531531E-02
+0.98911542E+00 +0.13777860E+02 +0.47216840E+01 +0.12752302E+02 +0.23429999E-02
+0.11261375E+01 +0.13777860E+02 +0.49119172E+01 +0.13893790E+02 +0.24361040E-02
+0.12821414E+01 +0.13777860E+02 +0.51358962E+01 +0.15233473E+02 +0.25320784E-02
+0.14597561E+01 +0.13777860E+02 +0.53976412E+01 +0.16806673E+02 +0.26310710E-02
+0.16619759E+01 +0.13777860E+02 +0.57018461E+01 +0.18632231E+02 +0.27319831E-02
+0.18922091E+01 +0.13777860E+02 +0.60515332E+01 +0.20753160E+02 +0.28349422E-02
+0.21543367E+01 +0.13777860E+02 +0.64519572E+01 +0.23222441E+02 +0.29402522E-02
+0.25130966E+01 +0.13777860E+02 +0.69993529E+01 +0.26634190E+02 +0.30664422E-02
+0.29315999E+01 +0.13777860E+02 +0.76339698E+01 +0.30733789E+02 +0.31964320E-02
+0.34197967E+01 +0.13777860E+02 +0.83672476E+01 +0.35569290E+02 +0.33278631E-02
+0.39892919E+01 +0.13777860E+02 +0.92130947E+01 +0.41423710E+02 +0.34642483E-02
+0.46536250E+01 +0.13777860E+02 +0.10189600E+02 +0.48392563E+02 +0.36034309E-02
+0.54285879E+01 +0.13777860E+02 +0.11319640E+02 +0.56940929E+02 +0.37497340E-02
+0.63326063E+01 +0.13777860E+02 +0.12633190E+02 +0.67289917E+02 +0.39015829E-02
+0.73871694E+01 +0.13777860E+02 +0.14170021E+02 +0.80314278E+02 +0.40653283E-02
+0.86173468E+01 +0.13777860E+02 +0.15984051E+02 +0.96614128E+02 +0.42409874E-02
+0.15677298E+02 +0.13777860E+02 +0.27175131E+02 +0.22569884E+03 +0.51613832E-02
+0.28521273E+02 +0.13777860E+02 +0.51631599E+02 +0.60295862E+03 +0.66461251E-02
+0.51887955E+02 +0.13777860E+02 +0.10810931E+03 +0.15260170E+04 +0.86614573E-02
+0.94398300E+02 +0.13777860E+02 +0.23451231E+03 +0.34586189E+04 +0.10995540E-01
+0.17173622E+03 +0.13777860E+02 +0.51007620E+03 +0.77995640E+04 +0.13839460E-01
+0.31243488E+03 +0.13777860E+02 +0.11599480E+04 +0.19642135E+05 +0.18106950E-01
+0.56840399E+03 +0.13777860E+02 +0.26130461E+04 +0.44387160E+05 +0.23116350E-01
+0.10340817E+04 +0.13777860E+02 +0.54935039E+04 +0.80101938E+05 +0.27098881E-01

+0.17235435E-03 +0.14557010E+02 +0.38787198E+01 +0.56451325E+01 +0.56451292E+01
+0.85598985E-02 +0.14557010E+02 +0.38897860E+01 +0.56861162E+01 +0.55594912E+01
+0.17119799E-01 +0.14557010E+02 +0.39017560E+01 +0.57304463E+01 +0.54157462E+01
+0.25679693E-01 +0.14557010E+02 +0.39137337E+01 +0.57748075E+01 +0.52487974E+01
+0.27930947E-01 +0.14557010E+02 +0.39168844E+01 +0.57864757E+01 +0.52021871E+01
+0.30379560E-01 +0.14557010E+02 +0.39203117E+01 +0.57991676E+01 +0.51504235E+01
+0.33042837E-01 +0.14557010E+02 +0.39240389E+01 +0.58129721E+01 +0.50929623E+01
+0.35939585E-01 +0.14557010E+02 +0.39280932E+01 +0.58279872E+01 +0.50292015E+01
+0.39090294E-01 +0.14557010E+02 +0.39325035E+01 +0.58443198E+01 +0.49584789E+01
